sweep_id,pdb_id_id,wavelength,MR_success,TFZ,LLG,PAK,mr_reso,mr_sg,mr_sg_no,RMSD,VRMS,eLLG,tncs,model_pdb,seq_ident,model_res,anomalousCC,IoverSigma,completeness,diffI,RmergeI,lowreslimit,RpimI,multiplicity,RmeasdiffI,anomalousslope,diffF,wilsonbfactor,RmeasI,highreslimit,RpimdiffI,anomalousmulti,RmergediffI,totalobservations,anomalouscompl,cchalf,totalunique
867,884,0.8984,0.00,5.30,21.00,7.00,2.01,P3121,152,0.86,1.38,185.90,0.00,1X3O,37.97,1.50,0.2851,8.25,95.19,1.197,0.1060,34.80,0.0515,4.90,0.1094,0.801,0.150,25.93,0.1184,1.95,0.0617,2.69,0.0897,"32,084",94.22,0.9941,"6,550"
868,884,0.9796,0.00,5.30,21.00,7.00,2.01,P3121,152,0.86,1.38,185.90,0.00,1X3O,37.97,1.50,0.2813,8.99,91.31,1.176,0.1021,37.17,0.0504,4.65,0.1039,0.845,0.148,28.59,0.1144,2.04,0.0587,2.59,0.0852,"25,714",88.92,0.9960,"5,524"
153,886,0.9794,1.00,18.40,291.00,5.00,1.42,P21212,18,1.03,0.99,413.50,0.00,4QHQ,49.37,1.40,0.3743,7.23,74.59,1.278,0.0806,60.88,0.0526,2.57,0.0868,0.989,0.152,9.17,0.0970,1.42,0.0566,1.59,0.0654,"91,244",51.05,0.9957,"35,510"
154,886,0.8265,1.00,18.40,291.00,5.00,1.42,P21212,18,1.03,0.99,413.50,0.00,4QHQ,49.37,1.40,0.0349,6.77,76.87,1.246,0.0779,51.98,0.0506,2.61,0.0908,0.857,0.158,8.26,0.0937,1.41,0.0592,1.61,0.0684,"97,731",53.37,0.9966,"37,388"
155,886,0.9792,1.00,18.40,291.00,5.00,1.42,P21212,18,1.03,0.99,413.50,0.00,4QHQ,49.37,1.40,0.4653,7.59,97.30,1.555,0.1136,60.90,0.0685,3.44,0.1153,1.036,0.191,8.10,0.1335,1.56,0.0743,1.92,0.0875,"120,533",86.79,0.9941,"35,036"
159,89,0.9792,0.00,9.00,54.00,3.00,1.13,P212121,19,1.13,1.79,525.50,0.00,3H2G,23.85,1.86,0.6290,8.24,99.80,1.416,0.0969,57.25,0.0402,5.24,0.0863,1.104,0.130,8.41,0.1052,1.13,0.0450,2.72,0.0730,"730,299",99.14,0.9977,"139,458"
1237,891,0.9796,0.00,4.10,24.00,5.00,1.83,P121,3,1.09,1.25,65.00,0.00,3H41,29.30,1.79,-0.0009,4.93,99.44,1.522,0.1328,50.26,0.1027,2.46,0.1546,0.769,0.237,21.03,0.1687,1.83,0.1091,1.39,0.1095,"150,356",80.77,0.9786,"61,178"
1238,891,0.9537,0.00,4.10,24.00,5.00,1.83,P121,3,1.09,1.25,65.00,0.00,3H41,29.30,1.79,0.0667,4.87,99.49,1.516,0.1363,50.27,0.1054,2.46,0.1550,0.775,0.237,21.92,0.1732,1.84,0.1094,1.38,0.1097,"147,848",81.41,0.9751,"60,175"
851,899,0.9788,0.00,6.20,28.00,5.00,2.42,P3221,154,1.10,2.15,849.10,0.00,2WQP,34.39,1.75,0.4882,12.36,96.03,1.487,0.0950,68.46,0.0392,6.30,0.0930,1.068,0.124,48.38,0.1031,2.42,0.0479,3.40,0.0794,"142,161",95.48,0.9979,"22,548"
852,899,0.8793,0.00,6.20,28.00,5.00,2.42,P3221,154,1.10,2.15,849.10,0.00,2WQP,34.39,1.75,0.3783,11.60,98.69,1.350,0.0871,61.15,0.0354,6.62,0.0883,0.997,0.110,49.94,0.0943,2.27,0.0451,3.55,0.0756,"185,070",98.32,0.9986,"27,971"
853,899,0.9794,0.00,6.20,28.00,5.00,2.42,P3221,154,1.10,2.15,849.10,0.00,2WQP,34.39,1.75,0.5448,12.37,96.62,1.533,0.0976,61.15,0.0402,6.35,0.0937,1.101,0.129,48.27,0.1059,2.44,0.0482,3.43,0.0801,"140,636",96.10,0.9980,"22,136"
392,901,0.9802,1.00,13.80,102.00,3.00,2.19,P42212,94,1.08,1.32,568.30,0.00,4YLL,42.49,1.40,-0.1196,14.59,100.00,0.000,0.0752,59.58,0.0293,7.56,0.0816,0.872,0.000,42.12,0.0809,2.19,0.0404,4.07,0.0707,"215,135",99.99,0.9991,"28,447"
1170,905,0.9795,1.00,22.30,489.00,0.00,2.67,P21212,18,0.82,0.34,156.00,0.00,2XSN,59.71,2.20,-0.0094,11.11,99.89,0.000,0.1193,96.00,0.0521,6.38,0.1344,0.826,0.000,46.17,0.1306,2.67,0.0724,3.40,0.1127,"159,938",99.60,0.9661,"25,055"
283,906,0.9050,0.00,7.40,38.00,6.00,2.25,P63,173,1.23,1.15,28.60,0.00,2W4O,28.07,2.17,-0.0279,9.45,96.76,0.000,0.1583,84.23,0.0634,6.82,0.1701,0.911,0.000,18.91,0.1708,2.25,0.0865,3.61,0.1460,"319,282",90.50,0.9933,"46,824"
359,907,0.9795,1.00,13.50,147.00,1.00,1.96,I222,23,0.85,1.41,"1,303.80",0.00,5FZO,57.76,1.84,-0.2109,14.87,98.64,0.000,0.0365,59.65,0.0191,4.24,0.0418,0.774,0.000,48.46,0.0414,1.96,0.0254,2.29,0.0330,"127,148",92.62,0.9902,"29,953"
819,913,0.9789,0.00,6.70,34.00,8.00,1.95,P42212,94,1.19,2.03,333.10,0.00,5CX8,25.60,2.40,0.4668,11.54,100.00,1.616,0.1262,47.39,0.0500,7.17,0.1235,1.139,0.144,19.68,0.1361,1.95,0.0623,3.80,0.1060,"482,517",99.92,0.9973,"67,260"
820,913,0.9184,0.00,6.70,34.00,8.00,1.95,P42212,94,1.19,2.03,333.10,0.00,5CX8,25.60,2.40,0.2599,11.10,100.00,1.434,0.1270,42.72,0.0503,7.20,0.1305,1.000,0.140,21.71,0.1369,1.95,0.0658,3.82,0.1121,"484,440",99.96,0.9974,"67,251"
821,913,0.9794,0.00,6.70,34.00,8.00,1.95,P42212,94,1.19,2.03,333.10,0.00,5CX8,25.60,2.40,0.2358,11.26,100.00,1.447,0.1302,47.38,0.0514,7.19,0.1346,1.022,0.144,18.90,0.1403,1.97,0.0678,3.81,0.1156,"469,148",99.97,0.9973,"65,241"
619,915,0.9794,0.00,5.30,22.00,2.00,1.34,C2221,20,1.04,1.93,407.40,0.00,4KW2,26.27,2.32,0.5797,7.51,82.38,1.747,0.1168,36.51,0.0580,3.92,0.1002,1.160,0.175,10.76,0.1312,1.34,0.0591,2.27,0.0801,"223,422",64.22,0.9925,"56,998"
620,915,0.9116,0.00,5.30,22.00,2.00,1.34,C2221,20,1.04,1.93,407.40,0.00,4KW2,26.27,2.32,0.2689,7.20,84.84,1.366,0.0945,31.82,0.0470,4.11,0.0957,0.891,0.150,10.76,0.1062,1.31,0.0559,2.34,0.0770,"257,947",68.81,0.9955,"62,766"
621,915,0.9793,0.00,5.30,22.00,2.00,1.34,C2221,20,1.04,1.93,407.40,0.00,4KW2,26.27,2.32,0.4931,7.59,84.43,1.578,0.1088,36.52,0.0542,4.06,0.0986,1.038,0.169,10.91,0.1224,1.39,0.0581,2.32,0.0788,"212,453",67.87,0.9937,"52,386"
1010,916,0.9798,1.00,13.30,122.00,0.00,2.15,P4122,91,1.03,1.10,191.50,0.00,4JQR,29.38,2.05,0.1302,12.31,98.86,1.343,0.0825,66.02,0.0348,6.21,0.0875,0.908,0.117,35.28,0.0898,2.15,0.0459,3.36,0.0741,"156,589",97.17,0.9987,"25,216"
1011,916,0.9184,1.00,13.30,122.00,0.00,2.15,P4122,91,1.03,1.10,191.50,0.00,4JQR,29.38,2.05,0.2134,11.51,99.88,1.456,0.0964,65.98,0.0398,6.64,0.1008,0.944,0.127,35.26,0.1045,2.11,0.0524,3.56,0.0857,"178,234",99.80,0.9986,"26,842"
1012,916,0.9791,1.00,13.30,122.00,0.00,2.15,P4122,91,1.03,1.10,191.50,0.00,4JQR,29.38,2.05,0.4382,12.26,91.57,1.516,0.0970,65.96,0.0374,7.17,0.0969,1.043,0.127,36.87,0.1046,2.18,0.0459,3.91,0.0848,"160,110",88.80,0.9982,"22,342"
551,926,0.9790,0.00,6.80,36.00,2.00,1.79,P6322,182,0.99,1.64,427.80,0.00,2B1X,22.22,2.00,0.2347,14.25,98.71,1.235,0.0622,29.10,0.0297,5.15,0.0668,1.021,0.096,28.93,0.0694,1.79,0.0377,2.89,0.0541,"87,518",97.25,0.9989,"16,980"
552,926,0.9184,0.00,6.80,36.00,2.00,1.79,P6322,182,0.99,1.64,427.80,0.00,2B1X,22.22,2.00,0.3266,14.04,99.58,1.278,0.0602,32.41,0.0285,5.20,0.0624,1.032,0.093,28.42,0.0670,1.75,0.0351,2.90,0.0507,"95,180",98.63,0.9988,"18,301"
553,926,0.9782,0.00,6.80,36.00,2.00,1.79,P6322,182,0.99,1.64,427.80,0.00,2B1X,22.22,2.00,0.4455,14.09,98.80,1.423,0.0676,29.11,0.0321,5.15,0.0671,1.098,0.104,28.95,0.0753,1.79,0.0378,2.89,0.0545,"87,531",97.33,0.9987,"16,996"
798,927,0.9790,0.00,5.10,23.00,8.00,1.92,I41,80,1.31,2.09,206.10,0.00,4Q98,25.99,1.30,0.5809,13.39,99.93,1.719,0.0893,53.00,0.0352,7.39,0.0836,1.104,0.106,31.50,0.0960,1.92,0.0424,3.79,0.0719,"287,574",99.88,0.9986,"38,931"
799,927,0.9793,0.00,5.10,23.00,8.00,1.92,I41,80,1.31,2.09,206.10,0.00,4Q98,25.99,1.30,0.0532,10.39,99.83,1.354,0.0831,53.14,0.0508,3.66,0.0934,0.879,0.139,27.16,0.0977,2.15,0.0625,1.89,0.0690,"103,335",98.99,0.9970,"28,213"
800,927,0.9537,0.00,5.10,23.00,8.00,1.92,I41,80,1.31,2.09,206.10,0.00,4Q98,25.99,1.30,0.1868,10.73,99.89,1.397,0.0838,53.14,0.0512,3.66,0.0911,0.926,0.140,27.21,0.0986,2.19,0.0610,1.89,0.0673,"97,795",98.96,0.9968,"26,724"
937,928,0.9793,0.00,5.00,58.00,9.00,2.01,P21212,18,1.20,1.95,540.60,0.00,4FS7,23.46,1.19,-0.0070,7.92,97.39,1.443,0.0891,45.74,0.0580,3.12,0.1035,0.884,0.175,20.83,0.1069,2.01,0.0704,1.71,0.0755,"103,550",90.65,0.9964,"33,210"
938,928,0.9184,0.00,5.00,58.00,9.00,2.01,P21212,18,1.20,1.95,540.60,0.00,4FS7,23.46,1.19,-0.1264,8.21,97.61,1.444,0.1044,45.86,0.0673,3.22,0.1241,0.819,0.192,25.30,0.1248,2.14,0.0842,1.75,0.0908,"88,970",92.45,0.9949,"27,664"
1053,932,0.9798,0.00,5.40,19.00,10.00,1.63,P3221,154,1.02,2.05,415.40,0.00,1YZF,22.42,1.90,-0.0571,8.33,95.00,1.459,0.1233,63.99,0.0537,5.83,0.1336,0.853,0.189,9.70,0.1350,1.63,0.0716,3.07,0.1120,"156,801",93.81,0.9965,"26,883"
1054,932,0.9116,0.00,5.40,19.00,10.00,1.63,P3221,154,1.02,2.05,415.40,0.00,1YZF,22.42,1.90,-0.0375,8.40,99.54,1.545,0.1552,63.98,0.0622,6.91,0.1669,0.910,0.200,9.59,0.1677,1.68,0.0846,3.63,0.1431,"178,055",99.32,0.9955,"25,756"
1055,932,0.9792,0.00,5.40,19.00,10.00,1.63,P3221,154,1.02,2.05,415.40,0.00,1YZF,22.42,1.90,0.0110,5.97,89.93,1.399,0.1066,63.98,0.0676,2.97,0.1213,0.881,0.207,9.39,0.1270,1.60,0.0800,1.68,0.0905,"79,791",75.26,0.9940,"26,904"
597,935,0.9763,1.00,15.80,190.00,1.00,1.38,P212121,19,0.60,1.17,"4,274.30",0.00,3NPC,83.75,2.35,-0.0174,13.45,96.91,0.000,0.0605,59.69,0.0248,6.23,0.0651,0.905,0.000,14.50,0.0656,1.38,0.0334,3.32,0.0557,"495,777",92.95,0.9989,"79,558"
292,937,0.9795,1.00,32.10,733.00,0.00,1.50,P41212,92,0.75,0.67,316.00,0.00,2NNQ,63.36,1.80,-0.1879,13.12,99.44,0.000,0.0885,62.98,0.0281,8.88,0.0949,0.684,0.000,19.46,0.0930,1.50,0.0383,4.71,0.0865,"471,963",99.12,0.9956,"53,162"
221,938,1.0000,1.00,21.90,369.00,0.00,1.95,P3221,154,0.67,0.10,58.20,0.00,3ZYW,60.58,1.84,-0.0526,10.29,99.82,0.000,0.0988,59.88,0.0348,9.13,0.1081,0.534,0.000,34.42,0.1048,1.95,0.0494,4.73,0.0960,"330,138",99.74,0.9942,"36,154"
678,939,0.9796,1.00,12.70,174.00,0.00,1.55,C121,5,1.05,0.86,57.30,0.00,4NS4,32.88,2.15,-0.1883,8.07,93.06,1.161,0.0493,35.33,0.0394,2.28,0.0639,0.728,0.137,15.22,0.0634,1.55,0.0450,1.27,0.0453,"224,725",76.03,0.9963,"98,537"
679,939,0.9184,1.00,12.70,174.00,0.00,1.55,C121,5,1.05,0.86,57.30,0.00,4NS4,32.88,2.15,-0.0334,7.87,93.11,1.243,0.0571,32.04,0.0456,2.31,0.0705,0.787,0.141,15.80,0.0734,1.56,0.0498,1.28,0.0500,"223,304",77.66,0.9965,"96,720"
680,939,0.9790,1.00,12.70,174.00,0.00,1.55,C121,5,1.05,0.86,57.30,0.00,4NS4,32.88,2.15,0.2426,8.82,96.26,1.352,0.0642,38.09,0.0454,2.76,0.0717,0.857,0.141,15.12,0.0790,1.57,0.0503,1.51,0.0511,"270,725",82.53,0.9956,"98,096"
637,940,0.9795,1.00,49.90,"2,833.00",0.00,2.01,C2221,20,0.85,0.14,100.10,0.00,3UV4,98.54,1.89,-0.3567,11.31,98.69,0.000,0.0793,47.15,0.0326,6.61,0.0884,0.700,0.000,29.67,0.0859,2.01,0.0454,3.54,0.0755,"227,791",94.64,0.9974,"34,470"
747,943,0.9797,0.00,7.10,35.00,1.00,2.57,P6222,180,1.18,1.19,36.70,0.00,3CFU,23.57,2.40,0.4078,19.81,99.87,1.607,0.0747,49.33,0.0228,11.08,0.0754,0.957,0.096,64.42,0.0782,2.57,0.0297,6.13,0.0692,"205,847",98.58,0.9996,"18,577"
748,943,0.9184,0.00,7.10,35.00,1.00,2.57,P6222,180,1.18,1.19,36.70,0.00,3CFU,23.57,2.40,0.4352,18.94,99.62,1.683,0.0834,42.31,0.0254,11.13,0.0837,0.966,0.101,58.08,0.0873,2.55,0.0329,6.15,0.0768,"210,987",98.55,0.9995,"18,962"
749,943,0.9793,0.00,7.10,35.00,1.00,2.57,P6222,180,1.18,1.19,36.70,0.00,3CFU,23.57,2.40,0.7003,20.08,99.99,1.854,0.0804,49.34,0.0244,11.13,0.0760,1.090,0.101,65.08,0.0841,2.59,0.0300,6.14,0.0697,"202,263",99.46,0.9996,"18,168"
1315,946,0.9787,1.00,24.30,460.00,1.00,2.32,P3221,154,0.98,1.22,"1,204.20",0.00,3I0Z,42.97,1.70,0.4924,14.38,100.00,1.428,0.0954,44.81,0.0272,11.27,0.0922,1.081,0.092,52.90,0.0993,2.32,0.0347,5.96,0.0852,"279,549",99.97,0.9984,"24,803"
399,952,0.9763,1.00,44.10,"1,655.00",2.00,1.18,P43212,96,0.75,0.72,"2,331.30",0.00,2GP3,65.88,2.35,0.0352,18.72,83.40,0.000,0.0634,75.09,0.0188,10.27,0.0653,1.047,0.000,10.64,0.0662,1.18,0.0252,5.51,0.0601,"1,083,845",79.47,0.9982,"105,510"
267,958,0.9789,1.00,8.80,"1,043.00",1.00,1.24,I222,23,0.62,0.61,550.50,1.00,4Q53,66.36,1.27,0.8141,10.38,96.05,1.958,0.0548,32.45,0.0310,3.76,0.0404,1.050,0.107,13.34,0.0633,1.24,0.0259,2.01,0.0308,"219,073",90.64,0.9989,"58,263"
1233,959,0.9785,1.00,25.40,478.00,1.00,2.15,P6122,178,0.99,0.60,108.40,0.00,4B6Z,47.34,1.90,0.1253,6.98,93.51,1.472,0.1711,36.28,0.0709,6.48,0.1790,0.844,0.180,43.98,0.1857,2.15,0.0921,3.56,0.1530,"320,728",92.51,0.9938,"49,525"
854,96,0.9173,1.00,17.30,214.00,1.00,1.97,I222,23,0.66,1.36,"2,349.40",0.00,4USF,76.03,1.75,-0.3057,11.15,98.92,0.000,0.0412,47.80,0.0216,4.27,0.0475,0.707,0.000,40.16,0.0467,1.97,0.0292,2.26,0.0372,"119,082",97.46,0.9995,"27,920"
1321,961,0.9796,0.00,4.70,34.00,4.00,2.76,C2221,20,0.99,1.40,128.50,0.00,2TLX,18.98,1.65,0.2397,11.07,50.66,1.327,0.0954,57.72,0.0533,3.27,0.1001,1.454,0.101,60.49,0.1100,2.76,0.0624,2.00,0.0776,"44,650",35.93,0.9927,"13,644"
1322,961,1.0332,0.00,4.70,34.00,4.00,2.76,C2221,20,0.99,1.40,128.50,0.00,2TLX,18.98,1.65,0.3369,11.05,65.21,0.989,0.0622,66.81,0.0408,2.77,0.0640,1.094,0.088,60.96,0.0749,2.86,0.0429,1.62,0.0472,"44,441",52.10,0.9961,"16,028"
1323,961,0.9795,0.00,4.70,34.00,4.00,2.76,C2221,20,0.99,1.40,128.50,0.00,2TLX,18.98,1.65,0.7635,8.65,88.90,1.390,0.1028,66.30,0.0530,3.97,0.0885,1.036,0.134,63.50,0.1166,2.65,0.0508,2.21,0.0720,"106,308",78.36,0.9943,"26,793"
210,976,0.9796,0.00,6.30,32.00,5.00,2.35,P21212,18,1.16,1.38,77.20,0.00,3QTD,28.54,2.70,0.1425,9.28,93.14,1.248,0.1050,44.51,0.0649,3.42,0.1119,0.926,0.175,26.94,0.1240,2.35,0.0764,1.82,0.0814,"138,965",91.18,0.9940,"40,672"
211,976,0.8984,0.00,6.30,32.00,5.00,2.35,P21212,18,1.16,1.38,77.20,0.00,3QTD,28.54,2.70,0.1690,8.80,99.04,1.296,0.1182,44.55,0.0717,3.57,0.1278,0.936,0.184,27.50,0.1387,2.34,0.0872,1.89,0.0930,"156,487",98.15,0.9934,"43,824"
212,976,0.9793,0.00,6.30,32.00,5.00,2.35,P21212,18,1.16,1.38,77.20,0.00,3QTD,28.54,2.70,0.4156,9.32,94.39,1.358,0.1176,53.57,0.0723,3.44,0.1149,1.038,0.183,27.25,0.1387,2.38,0.0783,1.83,0.0837,"136,791",92.65,0.9921,"39,744"
314,979,0.9763,1.00,26.60,427.00,0.00,2.73,P1,1,0.00,0.00,537.00,0.00,3V90,89.35,2.00,-0.3901,10.05,64.72,0.000,0.0495,41.09,0.0291,3.84,0.0604,0.803,0.000,13.85,0.0575,1.14,0.0427,1.95,0.0427,"505,756",63.00,0.9990,"131,699"
98,984,0.9763,1.00,37.70,917.00,0.00,1.42,P41212,92,0.89,0.61,967.00,0.00,4OMJ,75.36,1.60,-0.1911,15.37,99.09,0.000,0.0606,83.28,0.0220,7.69,0.0651,0.785,0.000,13.39,0.0647,1.42,0.0302,4.08,0.0573,"884,868",96.76,0.9995,"115,013"
138,985,0.9795,0.00,4.10,17.00,1.00,1.76,C121,5,1.26,2.17,355.40,0.00,3HBZ,21.70,2.05,0.3291,9.06,96.39,1.257,0.0925,45.98,0.0357,7.37,0.0930,0.892,0.107,29.05,0.0994,1.76,0.0461,3.77,0.0802,"477,238",96.02,0.9982,"64,724"
139,985,0.9793,0.00,4.10,17.00,1.00,1.76,C121,5,1.26,2.17,355.40,0.00,3HBZ,21.70,2.05,0.2247,6.29,95.81,1.155,0.0862,45.92,0.0551,3.33,0.0985,0.826,0.134,26.92,0.1028,1.84,0.0666,1.76,0.0723,"187,672",89.20,0.9970,"56,314"
140,985,0.9184,0.00,4.10,17.00,1.00,1.76,C121,5,1.26,2.17,355.40,0.00,3HBZ,21.70,2.05,-0.0697,6.17,95.73,1.156,0.0880,45.95,0.0562,3.33,0.1055,0.777,0.141,22.58,0.1049,1.86,0.0715,1.76,0.0772,"181,416",89.36,0.9970,"54,495"
270,986,0.9792,1.00,22.20,314.00,7.00,1.72,P43212,96,0.89,1.10,"1,057.90",0.00,3H3L,51.27,1.59,0.6858,15.46,99.18,1.833,0.0860,43.74,0.0361,6.47,0.0771,1.225,0.117,19.05,0.0934,1.72,0.0411,3.44,0.0650,"261,387",99.40,0.9988,"40,376"
271,986,0.9116,1.00,22.20,314.00,7.00,1.72,P43212,96,0.89,1.10,"1,057.90",0.00,3H3L,51.27,1.59,0.3717,14.65,99.27,1.473,0.0750,42.51,0.0335,5.85,0.0768,1.053,0.111,18.96,0.0823,1.72,0.0428,3.11,0.0634,"236,524",99.54,0.9990,"40,408"
272,986,0.9790,1.00,22.20,314.00,7.00,1.72,P43212,96,0.89,1.10,"1,057.90",0.00,3H3L,51.27,1.59,0.5749,14.72,99.09,1.669,0.0830,43.74,0.0363,6.03,0.0790,1.139,0.116,19.03,0.0908,1.72,0.0435,3.20,0.0656,"243,153",99.38,0.9989,"40,342"
1085,997,1.0163,1.00,22.00,409.00,3.00,1.87,C2221,20,0.93,0.61,143.00,0.00,5FE6,31.62,1.77,-0.0278,13.22,100.00,0.000,0.0619,41.38,0.0293,5.48,0.0690,0.896,0.000,29.65,0.0687,1.87,0.0397,2.90,0.0560,"106,755",99.75,0.9976,"19,466"
694,998,0.9793,0.00,4.20,16.00,8.00,1.98,P65,170,1.04,1.91,353.80,0.00,3GMV,27.27,1.80,0.4642,10.57,99.97,1.674,0.1229,45.40,0.0396,10.42,0.1223,0.972,0.133,31.56,0.1293,1.98,0.0520,5.41,0.1105,"145,118",99.19,0.9989,"13,930"
695,998,0.7514,0.00,4.20,16.00,8.00,1.98,P65,170,1.04,1.91,353.80,0.00,3GMV,27.27,1.80,0.0709,10.50,99.78,1.773,0.1778,45.42,0.0567,10.63,0.1853,1.007,0.166,31.00,0.1868,2.12,0.0780,5.51,0.1678,"120,549",99.79,0.9974,"11,345"
696,998,0.9791,0.00,4.20,16.00,8.00,1.98,P65,170,1.04,1.91,353.80,0.00,3GMV,27.27,1.80,0.4539,11.42,99.96,1.685,0.1275,45.42,0.0379,12.06,0.1267,0.987,0.129,31.35,0.1331,1.99,0.0501,6.26,0.1162,"165,421",99.35,0.9990,"13,718"
